id,name,composition,ingredients,servings,difficulty
6847465,초고추장골뱅이무침,든든하게,[필수 재료] 양파 1/2개| 당근 1/2개| 오이 1/2개| 양배추 1줌| 대파 10cm| 청양고추 1개| 소면 2줌(200g) [선택 재료] 깻잎 1줌 [초고추장] 고추장 1/3컵| 설탕 1/3컵| 식초 1/3컵 [양념] 다진마늘 1큰술| 고춧가루 1큰술 [소면 밑간] 참기름 1큰술| 간장 1큰술| 통깨 1큰술,4인분,아무나
6847539,바나나시리얼뭉치,가볍게,[재료] 바나나 4개| 스트링치즈 2개| 밀가루 5큰술| 달걀 1개| 시리얼 1+1/2컵| 올리브유 적당량,4인분,아무나
6847599,길거리토스트,가볍게,[필수 재료] 달걀 2개| 소금 약간| 후춧가루 약간| 양파 약간| 당근 약간| 양배추 약간| 버터 2큰술| 식빵 4장,2인분,아무나
6847602,로제크림수제비,든든하게,[필수 재료] 시판 감자수제비 2줌(200g)| 채 썬 양파 1/2개| 납작 썬 감자 1개| 납작 썬 피망 1/2개| 생크림 1컵| 시판 토마토소스 1/2컵 [선택 재료] 작게 썬 브로콜리 1/2줌| 작게 썬 베이컨 3줄 분량| 고춧가루 1큰술 [양념] 소금 약간| 후춧가루 약간,2인분,아무나
6847608,떡꼬치,든든하게,[필수재료] 떡볶이떡 25개| 나무꼬치 5개| 식용유 3큰술| 피자치즈 1/2컵 [선택재료] 통조림 옥수수 5큰술 [소스재료] 식용유 1큰술| 다진양파 4큰술| 다진 피망 5큰술| 토마토케찹 4큰술| 고추장 2큰술| 물엿 1큰술,2인분,아무나
6847802,볶음밥그라탕,든든하게,[필수재료] 양파 1/4개| 부추 5줄기| 베이컨 2줄| 슈레드 모짜렐라 치즈 1/2컵 [선택재료] 슬라이스 체다치즈 1장| 통조림 옥수수 5큰술 [양념] 식용유 1큰술| 버터 1큰술| 다진마늘 1/2큰술| 고춧가루 1/2큰술| 밥 1공기| 소금 약간| 후춧가루 약간,1인분,아무나
6847891,기름떡볶이,든든하게,[필수재료] 판 어묵 2장| 떡볶이 떡 2줌| 참깨 약간 [양념] 설탕 1/2큰술| 고춧가루 1큰술| 간장 1큰술| 다진마늘 1/2큰술| 참기름 1큰술| 물엿 1큰술| 고추장 1큰술,2인분,아무나
6847965,명란크림라면,든든하게,[필수 재료] 명란젓 3큰술| 라면 사리 1개| 납작 썬 마늘 3쪽| 송송 썬 청양고추 1개| 생크림 2/3컵| 후춧가루 약간 [선택 재료] 납작 썬 소시지 1개 분량| 송송 썬 쪽파 3대 분량| 잘게 썬 김 약간,1인분,아무나
6848026,쟁반비빔국수,든든하게,[필수재료] 시판 냉면 육수 또는 동치미국물 2봉| 초고추장 5큰술| 쌈채소 2줌| 오이 2/3개| 적양배추 1/3통| 주황 또는 빨강 파프리카 1개| 메밀국수 3줌 [선택재료] 달걀 2개| 소금 1/2큰술| 식초 1큰술| 연겨자 1큰술| 들깨가루 3큰술,3인분,초급
6848085,부대찌개파스타,든든하게,[필수재료] 스파게티면 2줌(180g)| 올리브유 1큰술| 작게 썬 베이컨 4줄| 통조림 햄(스팸) 1/2캔| 버터 1큰술| 채 썬 양파 1/2개| 다진 마늘 1큰술| 납작 썬 양송이버섯 3개| 물 2+1/2컵| 라면 스프 1봉| 김칫국물 3큰술| 우유 1컵 [선택재료] 베이크드빈스 3큰술| 슬라이스 체다치즈 1장| 파마산치즈 적당량 [양념] 소금 약간| 후추 약간,2인분,아무나
6848087,치즈티라미수,가볍게,[필수재료] 크림치즈 1통(200g)| 통밀쿠키(다이제스티브) 10조각| 설탕 1큰술| 바나나 큰 것 1개| 휘핑한 생크림 1컵| 코코아파우더 2큰술 [커피액] 분말 커피 2+1/2큰술| 설탕 1큰술| 뜨거운 물 2/3컵(150ml) [선택재료] 다진 초콜릿 적당량| 블루베리 적당량,4인분,아무나
6848090,명란젓달걀말이,든든하게,[재료] 달걀 3개| 청주 1큰술| 후춧가루 약간| 명란젓 1개 [선택재료] 송송 썬 청양고추 1개| 송송 썬 쪽파 3대,3인분,아무나
6848243,초코컵케이크,가볍게,[필수재료] 버터 1+1/2큰술| 판 초콜릿 1/2개| 달걀 1개| 우유 4큰술| 핫케이크가루 4큰술 [선택재료] 커피가루 1/4큰술| 슈가파우더 약간| 블루베리 약간| 애플민트 약간,1인분,아무나
6848305,크로크무슈,가볍게,[필수재료] 식빵 4장| 슬라이스 햄 4장| 슬라이스 체다치즈 2장| 에멘탈치즈 또는 모짜렐라피자치즈 2/3컵 [고구마무스크림] 삶은 고구마 작은 것 1개| 버터 1큰술| 다진 양파 1/4개 분량| 밀가루 1큰술| 우유 1컵| 소금 약간| 후춧가루 약간,2인분,아무나
6848367,고추장찌개,푸짐하게,[필수재료] 감자 2개| 국거리찌개용(돼지or소) 100g| 양파 1개| 느타리버섯 2줌| 청양고추 1개| 대파 15cm| 칼국수 2줌 [양념] 식용유 2큰술| 참기름 3큰술| 고추장 2큰술| 고춧가루 1큰술| 다진 마늘 1큰술| 국간장 2+1/2큰술| 멸치액젓 1큰술| 물 2컵,4인분,아무나
6848372,감자스프,가볍게,[필수재료] 버터 2큰술| 채 썬 양파 1/2개| 삶은 감자 2개| 우유 2컵(400ml) [크루통] 버터 1큰술| 자투리 식빵 1줌 [양념] 소금 1/4큰술| 후춧가루 약간,2인분,아무나
6848374,목살폭찹,든든하게,[필수재료] 돼지목살 300g| 양파 1개| 파프리카 1개| 청피망 1/2개| 양송이버섯 5개 [고기밑간] 소금 약간| 후춧가루 약간| 올리브유 1큰술| 맛술 2큰술 [소스재료] 다진 마늘 1큰술| 다진 양파 1큰술| 토마토케찹 1+1/2컵| 고추장 2큰술| 물엿 2큰술| 물 1+1/2컵| 후춧가루 약간 [양념] 올리브유 적당량| 소금 약간| 후춧가루 약간,3인분,아무나
6848383,콘치즈핫도그,가볍게,[필수재료] 핫도그빵 4개| 소시지 4개| 다진 피클 3큰술| 다진 양파 3큰술| 다진 피망 3큰술| 통조림 옥수수 5큰술| 마요네즈 3큰술| 후춧가루 약간| 피자치즈 1/2컵 [선택재료] 슬라이스 체다치즈 1장| 파슬리가루 약간,4인분,아무나
6848386,프렌치토스트,가볍게,[필수재료] 원형 통식빵 1개(약32cm)| 크림치즈 8큰술| 과일잼 8큰술| 달걀 3개| 소금 약간| 우유 1/2컵| 식용유 3큰술| 버터 3큰술 [선택재료] 연유 또는 꿀 2큰술| 슈가파우더 약간| 과일 적당량,4인분,아무나
6849775,드라이카레,가볍게,[재료] 카레가루 1봉지| 간돼지고기 2컵(400g)| 다진 양파 2컵| 다진 당근 1컵| 다진 마늘 1T| 소금 1/3T,2인분,아무나
6849858,드라이카레순두부찌개,푸짐하게,[재료] 드라이카레 듬뿍 2T| 순두부 1개| 청양고추 1개| 대파 흰부분 1대| 달걀 1개 [양념] 간마늘 1/2T| 국간장 2T| 고춧가루 1T| 후춧가루 조금,4인분,아무나
6849910,라면,든든하게,[재료] 라면 1봉지| 대파 1대| 콩나물 1줌| 어묵 1장| 프랑크소시지 1개| 떡국 떡 1줌| 달걀 1개| 간장 1T| 라면스프 1봉지 [육수재료] 가스오부시 1줌| 말린 표고버섯 3개,1인분,아무나
6849980,오징어젓장떡,든든하게,[재료] 오징어젓 1/2컵| 풋고추 2개| 대파 8cm| 양파 1/2개| 달걀 1개| 물 1컵(200ml)| 밀가루 1+1/2컵(300ml),4인분,아무나
6850019,돼지고기김치찌개,푸짐하게,[필수재료] 돼지고기 목살 200g| 묵은지 1/4포기| 김칫국물 1컵| 쌀뜨물 2컵| 채 썬 양파 1/2개| 어슷 썬 대파 15cm [선택재료] 어슷 썬 청양고추 1개| 도톰하게 납작 썬 두부 1/2모 [양념] 들기름 2큰술| 설탕 1/2큰술| 된장 1/2큰술| 국간장 1큰술| 고춧가루 2큰술| 다진 마늘 1큰술,4인분,아무나
6850026,등갈비구이,든든하게,[필수재료] 등갈비 1kg [고기삶는재료] 통후추 1/3큰술| 생강 1쪽| 대파 15cm| 청주 2큰술 [양념장] 시판 바비큐소스 1컵(200ml)| 고추기름 2큰술| 고추장 2큰술| 물엿 3큰술| 다진 마늘 1큰술| 맛술 2큰술| 후춧가루 약간,3인분,아무나
6850027,반건조오징어버터구이,가볍게,[필수재료] 마른 오징어 1마리| 버터 2큰술| 다진 마늘 1큰술| 설탕 1큰술| 소금 약간 [선택재료] 파슬리가루 약간,2인분,아무나
6850028,쌈장볶음밥,든든하게,[필수재료] 바비큐 후 남은 삼겹살 1컵| 김치 또는 깍뚜기 1/2컵| 즉석밥(햇반) 2공기| 참기름 1큰술| 고추장 1큰술| 쌈장 2큰술 [선택재료] 납작 썬 마늘 3쪽| 고추 1개| 깻잎 5장,2인분,아무나
6850035,크림치즈시나몬롤,가볍게,[필수재료] 시판 호떡믹스 1봉지 [크림치즈아이싱] 슈가파우더 1/2컵| 크림치즈 4큰술| 우유 3큰술,4인분,아무나
6850169,만능된장,든든하게,[만능된장재료] 된장 5큰술| 부순 참깨 5큰술| 다진 마늘 1+1/2큰술| 설탕 1/2큰술| 참기름 2큰술 [고등어강된장재료] 통조림 고등어 2캔| 쌀뜨물 3컵| 양파 1개| 청양고추 1개| 대파 10Cm,6인분이상,아무나
6850247,까수엘라,든든하게,[필수재료] 손질한 새우 중하 2줌| 오징어 1마리| 올리브유 2컵| 납작 썬 마늘 1/2줌| 페페로치노 4~5개| 소금 1/6큰술| 바게트빵 1/2개 [선택재료] 대파 15cm| 후춧가루 약간,4인분,아무나
6850322,식빵애플파이,가볍게,[필수재료] 사과 1개| 설탕 1/4컵| 레몬즙 1/2큰술| 시나몬파우더(계피가루) 1/2큰술| 식빵 8장| 달걀 1개,4인분,아무나
6850358,돼지주물럭,든든하게,[필수재료] 한돈 돼지고기 불고기용 400g| 대파 20cm 2대| 양파 1/2개| 쌈채소 적당량| 마늘과 고추 적당량| 쌈장 적당량 [양념장] 설탕 1큰술| 고춧가루 1+1/2큰술| 간장 1큰술| 청주 1큰술| 다진 마늘 1/2큰술| 다진 생강 1/4큰술| 참기름 1/2큰술| 물엿 1큰술| 고추장 3큰술| 후춧가루 약간,3인분,아무나
6850368,함박스테이크,든든하게,[패티재료] 다진 양파 3/4개| 다진 양송이버섯 3개| 감자 1/2개| 다진 쇠고기(우둔살) 175g| 다진 돼지고기(뒷다리살) 75g| 빵가루 1/4컵 [양념] 버터 2큰술| 다진 마늘 1큰술| 후춧가루 약간 [고기 밑양념] 시판 스테이크소스 1큰술| 맛술 1큰술| 소금 약간| 후춧가루 약간 [소스 재료] 버터 1큰술| 채 썬 양파 1/2개| 밀가루 1큰술| 고형 하이라이스 1조각| 물 2컵| 토마토소스 5큰술| 시판 스테이크소스 3큰술| 간장 1큰술| 물엿 3큰술| 소금 약간| 후춧가루 약간 [코울슬로 재료] 양배추 1/8통| 소금 1/2큰술| 식초 4큰술| 마요네즈 3큰술| 설탕 1큰술| 머스터드소스 1/3큰술| 후춧가루 약간,3인분,아무나
6850369,크래미오이롤초밥,든든하게,[필수재료] 오이 2개| 밥 2공기 [선택재료] 고추냉이 적당량| 날치알 약간 [배합초] 설탕 2/3큰술| 식초 1+1/2큰술| 소금 1/4큰술 [크래미샐러드] 잘게 찢은 크래미 5개| 채 썬 양파 1/2개| 송송 썬 쪽파 3대| 마요네즈 3큰술| 식초 1/2큰술| 후춧가루 약간,2인분,아무나
6850404,인절미토스트,가볍게,[필수재료] 식빵 2장| 인절미 4덩이| 콩가루 적당량| 꿀 2T| 버터 1조각 [선택재료] 아몬드슬라이스 약간| 연유 2T,2인분,아무나
6850406,비프스튜,푸짐하게,[필수재료] 쇠고기 부채살 300g| 당근 1/2개| 양파 1/2개| 샐러리 1/2대| 고형 치킨스톡 1/2개| 버터 1큰술| 통조림 홀토마토 1캔(400g)| 시판 토마토소스 1컵(200ml)| 레드와인 1컵(200ml) [선택재료] 베이컨 4줄| 양송이 4개| 다진 양파 1큰술| 월계수잎 1장 [양념] 소금 약간| 후춧가루 약간| 다진 마늘 1큰술| 물엿 1+1/2큰술,3인분,초급
6850411,전주콩나물국밥,든든하게,[재료] 콩나물 1줌| 묵은지 1/4포기| 대파 1/2대| 청양고추 1개| 오징어 (몸통) 1/3마리| 간마늘 1T| 통깨 1/2T| 고춧가루 1/2T| 찬 밥 1인분| 달걀 2개 [육수] 멸치 1/2줌| 다시마 1장| 건표고버섯 3개| 건새우 1/2줌,2인분,아무나
6850413,에그인헬,든든하게,[재료] 달걀 3개| 올리브오일 3T| 양파 1/2개| 마늘 3개| 소금 약간| 소세지 2개| 베이컨 50g| 양송이 3개| 청양고추 1개| 후추가루 조금| 토마토소스 600g| 우유 180ml| 모짜렐라 30g| 바질 5잎,3인분,아무나
6850414,상추꽃밥,든든하게,[필수재료] 밥 2공기| 상추 16장 [밥밑간] 부순 참깨 1큰술| 참기름 2큰술 [제육쌈장] 다진 돼지고기 100g| 다진 양파 1/4개| 후춧가루 약간| 청주 1큰술| 시판 쌈장 3큰술| 고추장 2큰술| 참기름 1큰술,2인분,아무나
6850416,비프커틀렛,든든하게,[필수재료] 소고기(우둔살) 300g| 밀가루 1컵| 달걀 2개| 빵가루 1컵 [선택재료] 파마산치즈가루 1큰술| 채 썬 양배추 적당량 [고기밑간] 소금 약간| 후춧가루 약간| 다진 마늘 2큰술 [소스재료] 버터 1큰술| 다진 양파 1/2개| 다진 마늘 1/2큰술| 다진 파인애플 2/3컵| 후춧가루 약간| 시판 스테이크소스 또는 돈가스소스 1컵| 레드와인 또는 포도주스 1/2컵(100ml)| 물 1/2컵(100ml),3인분,아무나
6850417,해물카레나베,푸짐하게,[필수재료] 물 3컵| 오징어(몸통) 1마리| 새우 1줌| 홍합 10개| 대파 1대| 드라이카레 3T(듬뿍)| 청양고추 1개| 간마늘 1T| 맛술 3T| 가다랑어포 1줌 [선택재료] 우동사리 적당량,3인분,아무나
6850418,치즈만두,든든하게,[필수재료] 다진 쇠고기 100g| 다진 양파 1/2개| 다진 버섯 1/2줌| 밥 1공기| 시판 토마토소스 1컵| 피자치즈 1컵| 버터 1큰술| 만두피 14장 [선택재료] 다진 베이컨 2줄| 다진 피망 1/4개 [양념] 소금 약간| 후춧가루 약간,2인분,초급
6850578,애호박새우젓조림,든든하게,[필수재료] 애호박 1개| 양파 1/2개| 대파 8cm [양념] 고춧가루 1큰술| 새우젓 1큰술| 물 2큰술| 들기름 2큰술,4인분,아무나
6850579,모히또,가볍게,[재료] 라임 2개| 애플민트 5잎| 얼음 2컵| 사이다 적당량,3인분,아무나
6850654,수박화채,가볍게,[재료] 수박 1/4통| 각얼음 2컵| 우유 1+1/2컵(300ml)| 사이다 1+1/2컵(300ml),4인분,아무나
6850657,스테이크굽는법,가볍게,[필수재료] 쇠고기 등심 두께 약 2.5cm 1쪽(250g)| 올리브유 3큰술| 소금 약간| 후춧가루 약간| 마늘 3쪽,1인분,아무나
6850704,햄치즈샌드,가볍게,[필수재료] (샌드위치용)슬라이스 햄 6장| 슬라이스 치즈 8장| 다진 견과류 5큰술| 다진 마른 과일(망고/?감/크랜베리등) 4큰술 [선택재료] 파인애플 또는 방울토마토 1줌,4인분,아무나
6850705,더치커피,가볍게,[재료] 원두커피| 유리병| 물| 글라인더,4인분,아무나
6850753,데빌드에그,가볍게,[필수재료] 달걀 5개| 양파 1/4개| 쪽파 2대| 토마토 1개| 베이컨 2장 [달걀삶는재료] 소금 1/2큰술| 식초 2큰술| 물 4컵 [양념] 마요네즈 4큰술| 머스터드소스 1큰술| 소금 약간| 후춧가루 약간| 고운 고춧가루 약간,4인분,아무나
6850754,롤샌드위치,가볍게,[필수재료] 식빵 8장| 스트링치즈 4개| 과일잼 적당량| 땅콩버터 적당량| 크림치즈 적당량| 쿠킹랩 적당량,2인분,아무나
6850755,오므라이스소스,가볍게,[재료] 식용유 1/2컵| 간고기 1컵| 양파 3컵| 당근 1컵| 대파 1컵| 셀러리 1컵| 간장 1/2컵| 마늘 2T| 설탕 2T| 케찹 2컵| 식초 2T| 버터 2T,4인분,아무나
6850757,치즈스파게티,든든하게,[재료] 스파게티면 1인분| 만능오므라이스소스 적당량| 피자치즈 적당량,2인분,아무나
6850759,백순대볶음,든든하게,[필수재료] 대파 10cm| 청양고추 1~2개| 양파 1/2개| 양배추 1줌| 깻잎 1줌| 부추 1줌| 순대 3줌| 불린 당면 2줌 [선택재료] 당근 1/4개| 홍고추 1개 [양념] 다진 마늘 2큰술| 소금 1/6큰술| 후춧가루 1/8큰술| 간장 1큰술| 들기름 1큰술| 들깨가루 4큰술 [초고추장 딥소스] 고춧가루 1큰술| 간장 1큰술| 식초 1큰술| 고추장 4큰술| 물엿 2큰술| 참깨 1큰술| 들깨가루 1큰술,3인분,초급
6850760,스프링롤,든든하게,[재료] 라이스페이퍼| 쌀국수면| 샤브샤브용고기| 단무지| 맛살 | 당근| 오이| 깻잎| 칵테일새우| 파프리카| 갖은 야채 취향에맞춰,3인분,아무나
6850860,데미글라스소스,가볍게,[재료] 식용유 2T| 밀가루 2T| 케찹 1T듬뿍| 간장 2T| 설탕 1T| 식초 1T,2인분,아무나
6850861,메추리알장조림,든든하게,[필수재료] 메추리알 1판(25알)| 꽈리고추 1줌 [메추리알 삶는 재료] 물 4컵| 식초 2큰술| 소금 1/2큰술 [조림장] 설탕 1큰술| 간장 4큰술| 맛술 1큰술| 물 1+1/2큰술| 물엿 1큰술,4인분,아무나
6850946,오징어부추전,든든하게,[필수재료] 부추 1줌| 송송 썬 청양고추 2개| 오징어 1마리| 달걀 1개| 물 2컵| 부침가루 2+1/2컵| 식용유 적당량 [선택재료] 송송 썬 홍고추 1개 [초간장] 간장 2스푼| 식초 1스푼| 고춧가루 약간,4인분,아무나
6850947,감자샐러드햄말이,든든하게,[필수재료] 감자 2개| 슬라이스햄 적당히 [양념] 소금 1/2숟가락| 설탕 1/3숟가락| 후추 약간,4인분,아무나
6851023,깻잎찜,든든하게,[필수재료] 깻잎 40장| 짧게 채 썬 양파 1/2개| 송송 썬 풋고추 2개| 송송 썬 홍고추 1개 [양념장] 설탕 1큰술| 고춧가루 2큰술| 간장 2+1/2큰술| 까나리액젓 1큰술| 물 3큰술| 다진마늘 2/3큰술,4인분,아무나
6851028,양배추돈까스,든든하게,[필수재료] 쯔유 1/2컵| 물 2+1/2컵| 돈까스 2쪽| 양배추 1/6통| 양파 1/2개| 밥 적당량 [선택재료] 무순 1줌| 방울토마토 6개| 고추냉이 적당량| 샐러드채소 드레싱(딸기맛) 적당량 ,2인분,아무나
6851108,샐러드피자,가볍게,[필수재료] 또띠아(10인치) 4장| 피자치즈 2줌| 샐러드채소(루꼴라/어린잎/치커리 등) 3줌| 방울토마토 1줌 [선택재료] 꿀 2큰술| 슬라이스 체다치즈 2장| 파마산치즈가루 약간 [샐러드드레싱] 다진 양파 4큰술| 소금 약간| 후춧가루 약간| 발사믹식초 2큰술| 올리브유 4큰술,3인분,아무나
6851110,로메스코소스,가볍게,[재료] 빨간파프리카 1개| 아몬드 1/2컵| 통마늘 4개| 파마산치즈가루 1/2컵| 올리브유 1/2컵| 소금 1t,6인분이상,아무나
6851155,토마토김치,든든하게,[필수재료] 토마토 3개| 무 1줌| 부추 1/2줌| 양파 1/2개 [양념] 소금 1/3큰술+약간| 고춧가루 3큰술| 설탕 1큰술| 까나리액젓 1큰술| 다진 마늘 1/2큰술| 식초 2큰술| 참깨 1큰술,4인분,아무나
6851156,양배추백김치,든든하게,[필수재료] 양배추 1/4통| 채 썬 청양고추 1개| 채 썬 홍고추 1개| 채 썬 당근 1/3개| 채 썬 쪽파 1+1/2줌 [소금물] 굵은 소금(천일염) 1/3컵| 물 4컵 [찹쌀풀 재료] 찹쌀풀 2큰술| 물 2컵| 소금 1큰술 [백김치 양념국물] 간 양파 1컵| 설탕 4큰술| 다진 마늘 2큰술| 다진 생강 1/2큰술| 새우젓 2큰술,4인분,초급
6851157,오이소박이,든든하게,[필수재료] 오이 4개| 굵은 소금 1줌 [오이절임물] 굵은 소금(천일염) 3큰술| 물 4컵 [김치 속 재료] 4cm 길이로 썬 부추 2줌| 채 썬 양파 1/2개| 설탕 2+1/2큰술| 고춧가루 5큰술| 새우젓 1큰술| 액젓 1+1/2큰술| 다진 마늘 1큰술| 다진 생강 1/3큰술 [소금물] 굵은 소금(천일염) 1/4큰술| 물 1/2컵,6인분이상,아무나
6851158,레몬청,가볍게,[재료] 레몬 500g(약4개분량)| 설탕 250g| 꿀 250g| 굵은소금 적당량| 베이킹소다 적당량,6인분이상,아무나
6851161,아이스크림샌드위치,가볍게,[필수재료] 뻥튀기 4개| 퍼 먹는 아이스크림 2컵,2인분,아무나
6851163,노오븐마늘빵,가볍게,[재료] 바게트빵or식빵 적당량| 가염버터 2큰술| 다진마늘 1큰술| 설탕 1큰술| 파슬리가루(생략가능) 약간,4인분,아무나
6851282,계란그물,가볍게,[재료] 달걀 2개| 녹말 1T| 소금 조금| 김치볶음밥(오므라이스/볶음밥) 적당량,1인분,아무나
6851367,소야볶음샌드위치,가볍게,[재료] 프랑크소세지 2개| 양파 1개| 빨강 파프리카 1/2개| 노랑 파프리카 1/2개| 바게트빵 이나 식빵 적당량,3인분,아무나
6851368,오징어덮밥,든든하게,[필수재료] 송송 썬 대파 15cm| 짧게 채 썬 오징어 1마리| 채 썬 양파 1/2개| 납작 썬 주키니호박 1/4개| 채 썬 깻잎 1줌 [양념] 다진 마늘 1큰술| 고춧가루 2큰술| 설탕 1큰술| 간장 1+1/2큰술| 고추장 1+1/2큰술| 물엿 1+1/2큰술| 후춧가루 약간| 참기름 1큰술| 참깨 1큰술,2인분,아무나
6851411,냉모밀,든든하게,[메인재료] 메밀국수 적당량| 무 간것 약간| 고추냉이 취향것| 김가루 약간| 쪽파 약간 [메밀간장재료] 멸치 30g| 다시마 20센치| 마른표고 30g| 물 3컵| 가다랑어포 50g| 간장 1/3컵| 참치액 1T| 설탕 2T,2인분,아무나
6851413,옥수수버터구이,가볍게,[필수재료] 시판 노랑 옥수수 2개| 나무꼬치 2개| 버터 2큰술| 설탕 1큰술| 마요네즈 2큰술| 소금 1/5큰술| 고운 고춧가루(또는 파프리카가루) 1/5큰술 [선택재료] 파슬리가루 약간| 파마산치즈가루 약간,2인분,아무나
6851473,크림새우,든든하게,[재료] 새우 10마리| 달걀 흰자 1개| 녹말 가루 적당량| 튀김가루 적당량| 슬라이스아몬드(집에있는 견과류 모두가능) 1줌 [소스재료] 마요네즈 3티| 생크림 1티| 우유 1/2컵| 플레인요거트 1티| 연유 1티| 레몬즙 1/2티| 소금 약간,3인분,아무나
6851475,짜장면,든든하게,[필수재료] 다진 돼지고기 80g| 송송 썬 대파 15cm| 굵게 다진 양파 1개| 납작 썬 양배추 2줌| 납작 썬 주키니호박 1줌 [고명] 통조림 옥수수 2큰술| 채 썬 오이 1줌| 달걀 프라이 2개| 고춧가루 약간 [돼지고기밑간] 소금 약간| 후춧가루 약간| 청주 1큰술 [양념] 춘장 3+1/2큰술| 간장 1+1/2큰술| 굴소스 1+1/2큰술| 설탕 2큰술| 다진 마늘 1큰술| 다진 생강 1/4큰술 [녹말물] 감자전분 2큰술| 물 2큰술,2인분,아무나
