id,name,composition,ingredients,servings,difficulty,thumbnail,time,orders,photo
6883270,돈까스샌드,든든하게,[필수 재료] 돈까스 2개| 구운 식빵 4장| 식용유 넉넉히| 양배추 2줌| 돈까스소스 약간| 마요네즈 4숟가락| 꿀 2숟가락| 양파 1/4개,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/02/290c084d3751447f844ee04d062366521.png,30분 이내,"|1. 양배추는 채 썰고 양파는 잘게 다져 준비한다.|2. 볼에 양파, 꿀, 마요네즈를 넣고 잘 섞는다.|3. 팬에 기름을 넉넉히 넣고 돈까스를 튀겨 건진다.|4. 식빵 한 쪽 면에 양파 소스>양배추>돈까스>돈가스 소스를 올리고 식빵을 덮어 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/02/fc41264ef02d46aa561cc6caf714d74e1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/02/ab737265b981e740d2d8367e1f9533c21.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/02/f49d5d0663270d4cbc877bede9f21ad21.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/02/1f9d9fb7136cdd21d2c41124be3a0b641.png
6883427,콩나물해물찜,든든하게,[필수 재료] 콩나물 300g| 모듬해물 2종이컵| 양파 1/6개| 대파 약간| 홍고추 1/2개| 청양고추 1/2개 [양념 재료] 고춧가루 4숟가락| 간장 2숟가락| 액젓 1숟가락| 설탕 1숟가락| 맛술 1숟가락| 전분 1숟가락| 참기름 1숟가락| 다진 마늘 1숟가락 [물전분 재료] 전분 1숟가락| 물 2숟가락,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/04e432b4382fdf9427b970972ae0c1b31.png,30분 이내,"|1. 대파, 고추는 어슷하게 썰고, 양파는 채썬다.양념재료를 만든다.|2. 물전분을 만든다.|3. 팬에 양파, 모듬해물, 콩나물, 물 1/2종이컵 순으로 넣고 뚜껑을 닫고 3분간 익힌다.|4. 양념재료, 대파, 고추를 넣고 버무린다.|5. 물전분을 풀어 다시한번 버무려 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/2208b1a1dd96b17b4de8992c80e31dd41.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/a7ca00920ecd576f501610895ea1c57e1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/0de45a3993fa2c72d12b78749d0af1a21.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/81c8f1d9a110bcfdfdee187e234400841.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/f433e312ebd6619a3afe5eea2af631531.png
6883428,달걀사라다빵,가볍게,[필수 재료] 달걀 6개| 핫도그빵 3개| 마요네즈 2숟가락| 소금 약간| 후추 약간| 머스터드 소스 1숟가락| 물 [선택 재료] 소금 1/2숟가락| 식초 1숟가락,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/3910e289a08d36008bad32c604e2533f1.png,30분 이내,"|1. 냄비에 달걀, 물, 소금, 식초를 넣고 12분 정도 삶은 후 껍질을 벗긴다.|2. 삶은 달걀은 노른자, 흰자로 나눠 으깬다.|3. 노른자를 흰자에 넣어 섞은 후 마요네즈, 머스터드소스, 소금, 후추를 넣고 섞는다.|4. 핫도그빵에 3을 넣어 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/7b12f519aae54cac16714c346810d7df1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/6a9c80d9f9d3cbbc357226d9e60c27431.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/4b351e3971d4f1c0ec063e7fc0c2f3cc1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/3aa610f1ebc36589c8c3c1305965eb451.png
6883429,딸바샌드위치,가볍게,[필수 재료] 바나나 1개| 딸기 12개| 식빵 4장| 생크림 1종이컵| 설탕 2숟가락,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/fbf68d29a0eabe1352f39fd36f68862e1.png,30분 이내,|1. 딸기는 꼭지를 떼고 바나나는 한 입 크기로 썬다.|2. 볼에 생크림과 설탕을 넣고 휘핑한다.|3. 식빵>생크림>과일>생크림>식빵을 올린다.|4. 랩으로 감싸 냉장고에 20분간 둔 후 칼로 잘라 완성한다.,|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/20c9a8127fc9407ba0259441e15123bf1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/1a593a3e569e5caf93f5fe96814e84681.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/99a3541846506d1355a55e98ce5ce9491.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/a1c3223cbf43e5021c4198a6c1968c001.png
6883430,공갈빵,가볍게,[필수 재료] 호떡믹스 1봉지| 따뜻한 물 150ml,6인분이상,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/7b5bcee562dea9b8c9a6826eb22afe811.png,30분 이내,|1. 호떡믹스가루에 물을 넣고 반죽을 만든다.|2. 호떡용 잼믹스는 체에 한 번 내려준다.|3. 반죽을 6등분 정도 나눈 후 동그랗게 만들어 잼믹스를 넣은 후 매듭짓는다.|4. 밀대로 반죽을 얇게 밀어 준 후 200도로 예열한 오븐에 10~15분 구워 완성한다.,|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/bc94a32a66063b679d8b1b2590dd5dc71.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/578c5d8896b3d764b69bd723b919d7d71.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/ab97336eb41376f59f7cc54b30291b021.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/193635047450dcff115bc5b8b64890481.png
6883431,초코바나나우유,가볍게,[필수 재료] 코코아가루(제티) 1봉지| 초콜릿 1개| 바나나 1개| 우유 1+1/2종이컵,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/3f906599966599fb24db4e8283ad4af01.png,30분 이내,|1. 바나나는 껍질을 벗겨 한 입 크기로 썬다.|2. 초콜릿은 한 입 크기로 부순다.|3. 믹서기에 모든 재료를 넣고 갈아 완성한다.,|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/31f4491a3c5c449068a5e7d9c57685581.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/30241012c31178959d74ef84f717a4701.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/6abcf213db33c7d028a15365c27900eb1.png
6883442,명란마요계란말이,든든하게,[명란마요 계란말이 필수 재료] 달걀 4개| 다진 양파 2숟가락| 다진 당근 2숟가락| 다진 쪽파 2숟가락| 야마야 명란 후리카케 2숟가락 [명란마요 계란말이소스 재료] 야마야명란마요네즈 [명란 삼각김밥 필수재료] 참치 1캔(100g)| 야마야 명란마요네즈 3숟가락,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/f2105ffbd356984442f9ec06ed7b564e1.png,30분 이내,"|1. [명란마요 계란말이]|2. 예열된 팬에 기름을 두르고 달걀물을 조금씩 부어가며 계란말이를 만든다.|3. 완성된 계란 말이는 한 김 식혀 한입 크기로 자른다.|4. 자른 계란 말이 위로 야마야 명란 마요네즈를 뿌려 완성한다.|5. [명란 삼각김밥]
볼에 밥, 후리카케, 참기름을 넣어 버무려 준비한다참치는 기름을 빼고 명란 마요네즈를 넣어 섞어 준비한다.김은 3등분 하여 준비한다|6. 랩을 깔고 밥, 참치 밥 순서로 넣어 랩을 감싸 삼각 모양을 만든다|7. 그릇에 담기 전에 랩을 벗겨 김을 감싸 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/169526d76d7ea7953d2b97ae4bd1a0f71.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/0b86aad1de5321ba5655d07921405a881.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/fb1cb51397a5305518c8c9cd7e6805621.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/af967aeec500c08349d57fe05e849dee1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/23db2691e394e0bc9aed3e30b60261c51.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/506db5d7806dc7649f90cf530add4b271.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/05/ad949be8277f1be31bb004a60a2c46971.png
6883493,스테이크,든든하게,[필수재료] 소고기(척아이롤) 380g| 소금 약간| 후추 약간| 올리브유 4숟가락| 버터 1숟가락 [선택재료] 새송이버섯 1/2개| 아스파라거스 2개| 양파 1/4개| 방울토마토 2개,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/06/e8dd4c8bd172c5042b07018b83cf65cb1.png,30분 이내,"|1. 소고기는 키친 타월을 이용해 핏물을 제거한다.|2. 고기에 소금, 후추를 뿌리고 올리브유를 발라 약 10분간 재운다.|3. 예열된 팬에 고기를 올리고 앞뒤를 약 1분씩 센불에서 구워 육즙을 가둔다.|4. 버터를 바르고 약불로 줄여 약 2분 이상 더 앞뒤로 구워 취향에 맞게 굽기를 조절한다.|5. 취향에 따라 채소를 선택하여 구워 고기와 함께 접시에 담아 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/06/5c094b5039ddcc340340292f8c0cbd261.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/06/54cf5777f610edeb8b7c4e990342ac661.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/06/216564afb4186d79f0c0db3e55fa77ab1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/06/ec80a4f9802e5270e97ff280fd588bbb1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/06/33bb37acfd144fdf2f6807e7622dd17d1.png
6883558,소갈비찜,든든하게,[필수 재료] 소갈비 1kg(2팩)| 양파 1개| 당근 1개| 감자 1개| 무 1/6개| 표고버섯 4개| 대파 1/3대| 소주 1/3종이컵 [양념 재료] 피코크 제대로 맛을 내는 소 갈비 찜 양념 소스 200g,4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/4930596556a74324b8d2c19babcba8c21.png,60분 이내,"|1. 소갈비는 약 1시간 이상 찬물에 담가 핏물을 뺀다.채소는 큼직하게 썰어 준비한다.|2. 냄비에 소갈비를 넣고 고기가 잠길 정도의 물과 소주를 넣어 한소끔 끓인다.끓인 소갈비는 찬물에 깨끗하게 헹군다.|3. 냄비에 소갈비, 무를 넣고 재료가 잠길 정도의 물을 넣어 푹 끓인다.|4. 약 30분 정도 끓인 후 감자, 당근, 양파, 표고 버섯을 넣어 한소끔 끓인다.|5. 소스재료를 넣어 국물이 자작해 질 때까지 끓인 후 대파를 넣어 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/c94b089992c1dbca7cfa647e710be89b1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/a95c0f6b9431ef7959b3fa93c6760de71.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/179a1fe4e52438c932c04ae8c86ffd061.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/e61fcd68aee02911fc865d9d9e61a0aa1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/98c6acf9c53ce85a29b7fdb9786a8af21.png
6883562,새송이버섯떡국,푸짐하게,[필수 재료] 새송이버섯 2개| 떡국 떡 50g| 물 500g| 연두순 1숟가락| 소금 1/4숟가락 [선택 재료] 달걀 1개(지단),1인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/a1b158f6c0977b254e30c740879ce8b81.png,30분 이내,"|1. 새송이 2개의 갓과 자루를 분리하여, 자루는 둥근 모양대로 어슷하게 썬다.떡국 떡은 찬물에 잠시 불린다.|2. 냄비에 물과 새송이 갓, 연두를 넣어 센 불에서 5분, 약불에서 5분간 끓인다.|3. 갓은 건져내어 채 썰어 준비한다.|4. 새송이 갓 육수에 둥글게 썬 새송이 버섯 자루와 불린 떡을 함께 넣어 끓인다.|5. 그릇에 새송이 버섯과 떡국을 담고 준비한 고명을 올린다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/e8dbf336dc80282b97a7e927511a95371.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/d113a8cdfdbe163f6595bbd432625a551.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/e7efd2fcf5b4792b64dfa36b4b4c155b1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/513f82290b24be606e10ce9d4f8a54801.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/dcbb044c26d09190294d9729077a57781.png
6883563,양배추쌈,든든하게,[필수 재료] 양배추 1/4개| 물 1종이컵 [쌈장 재료] 된장 2숟가락| 고추장 1/2숟가락| 고춧가루 1/2숟가락| 다진 마늘 1숟가락| 사이다 6숟가락| 참기름 1숟가락,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/0115fa9b62403228b5dc175c3d44b61a1.png,30분 이내,|1. 양배추는 심지를 제거하고 하나씩 뜯어 물에 씻어 건진다.|2. 전자레인지 그릇에 양배추와 물을 넣는다.|3. 랩을 씌우고 포크로 구멍을 낸 후 전자레인지에 7~8분 돌린다.|4. 쌈장을 같이 만들어 완성한다.,|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/42f5104eafc539544a84a1c7d1edb9871.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/2abfd7a88d0405c662ab482bf214fb121.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/3109480c55072fc81e4a4bfe6e7513811.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/2c960b3a86b9067ca914c34c56e643a91.png
6883564,컵케이크,가볍게,[필수 재료] 핫케이크 가루 1종이컵| 달걀 1개| 우유 1/2종이컵| 하루 견과 1봉,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/f56b2a7ef8fd1350315b3e676a0f92041.png,5분 이내,"|1. 볼에 핫케이크 가루, 달걀, 우유를 넣고 섞는다.|2. 종이컵에 반죽을 1/3정도 붓고 견과류를 올린다.|3. 전자레인지에 넣고 1분 돌린다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/b1315469a882568e42169f37d719af1d1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/b42788a6e384f9be7dfab999466ff55b1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/0eddd307838cb28f25478c920f25784a1.png
6883565,낙삼불고기,든든하게,[필수 재료] 낙지 2마리| 삼겹살 4줄 500g| 양배추 1줌| 양파 1개| 대파 1대| 식용유 약간 [양념장 재료] 설탕 2숟가락| 진간장 3숟가락| 고춧가루 3숟가락| 다진 마늘 1숟가락| 고추장 3숟가락| 참기름 1숟가락| 맛술 3숟가락,4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/97728a69dff17c84f8b32f909d4b56a51.png,30분 이내,"|1. 낙지는 큼직하게 썰고 대파는 어슷, 양파와 양배추는 채썰어 준비한다.볼에 양념 재료를 넣고 양념장을 만든다.|2. 양념장에 삼겹살과 낙지를 넣고 섞는다.|3. 팬에 식용유 약간을 두르고 대파, 양파를 넣어 볶는다.|4. 양파가 투명해지면 삼겹살, 낙지, 양배추를 넣고 볶은 후 통깨를 뿌려 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/678e2dc9106fc16ef5898ff1065024851.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/91ebd4b75fc3b9e06a20465e564a75291.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/cf8e0171f040ebf1016bad24bb6d6c061.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/fb378e0e7ff68879da8131451b3bb1f61.png
6883566,새우구이,든든하게,[필수 재료] 새우 12마리| 소금 약간| 후추 약간 [소스 재료] 삶은 달걀 2개| 소금 약간| 후추 악간| 설탕 1/2숟가락| 다진 피클 2숟가락| 다진 양파 2숟가락| 레몬즙 1숟가락| 마요네즈 3숟가락 [선택 재료] 파슬리 가루 약간,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/8856a8d6f659e31f126883b8be3f966d1.png,30분 이내,"|1. 새우는 내장을 빼고 등을 반으로 갈라 소금, 후추 밑간을 한다.|2. 달걀은 다지고 양파, 피클은 다져서 준비한다.볼에 으깬 달걀을 넣고 소스재료를 넣어 섞어 소스를 만든다.|3. 스마트 그릴에 식용유를 조금 바르고 밑간 한 새우를 넣어 약 4분간 익힌다.|4. 뚜껑을 열어 소스를 올리고 파슬리 가루를 뿌려 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/d62115ef1ad932714f5c792781eabaa31.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/52400327582b4ceb5257e206c2815f0f1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/da8170158a085a9b0cc7c7da200011611.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/07/cc086a6a68b7799854caef221f444c7c1.png
6883628,우엉잡채,든든하게,[필수 재료] 우엉 200g| 어묵 1장| 파프리카(빨강) 1/8개| 파프리카(노랑) 1/8개| 양파 1/8개| 대파 3cm 통깨| 식용유 약간 [양념 재료] 간장 3숟가락| 설탕 2숟가락| 참기름 1숟가락,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/47ff13daad7dc9af5beb470b570f7b5c1.png,30분 이내,"|1. 우엉은 채를 썬다.|2. 끓는 물에 식초를 넣고 3분간 우엉을 데쳐준다.|3. 팬에 식용유를 두르고 우엉, 간장, 설탕, 참기름을 넣고 볶는다.|4. 채썬 파프리카, 양파, 어묵, 대파를 넣고 다시한번 볶는다.|5. 깨를 뿌려 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/bc118a8abce62c1004968370e02563cd1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/1b6bdc130e45853f5fb0166227146ac51.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/3186424f4217b4e5e20f19e11d1b2ad31.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/edb5ff274288ef384e2739986ff97d9b1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/42a736894e5dcf5b4db8ba002423c40c1.png
6883629,닭가슴살짜장덮밥,든든하게,[필수 재료] 닭가슴살 400g| 양파 1개| 당근 1/4개| 고구마 2개| 청양고추 1개| 대파 1/4대| 맛술 2숟가락| 식용유 약간| 물 4종이컵 [양념 재료] 짜장가루 1봉지(100g),4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/4ef5ccf42b88c6d71a788eec9996a4211.png,30분 이내,"|1. 1. 당근, 양파, 껍질 벗긴 고구마는 깍둑 썰고 고추와 대파는 송송 썰어 준비한다.|2. 2. 끓는 물에 닭과 맛술을 넣고 1~2분간 삶고 찬물에 헹궈 건진다.|3. 3. 팬에 식용유 약간을 두르고 양파, 대파를 볶는다.|4. 4. 양파가 투명해지면 당근, 고구마, 닭, 물, 짜장가루를 넣고 끓인다.|5. 5. 청양고추를 넣고 당근이 익으면 불을 끄고 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/817f0062017147dd595d2eb88929a6861.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/7fe482cc8471a8748ae988d528f9bbc81.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/50a831f10e9205d0b920aa845b8235631.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/f619e60c34f8e58c6b3a303496ea534d1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/66ebf85b6012330fd6362f5a16e307a61.png
6883630,닭강정,든든하게,[필수 재료] 닭가슴살 3쪽| 튀김가루 1종이컵| 물 1종이컵| 땅콩가루 약간| 식용유 4종이컵| 소금 약간| 후추 약간| 물엿 1종이컵 [마더소스 재료] 배 1/2개| 양파 1/2개| 간장 1종이컵| 물 1종이컵| 설탕 1/2종이컵| 다진 마늘 1숟가락| 후추 약간,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/c50bc5d33d52aee824ca9d0a9b466aec1.png,30분 이내,"|1. 마더소스 재료를 믹서기에 갈은 후 마더 소스와 물엿을 넣고 끓여 준비한다.|2. 깨끗이 씻은 닭은 한 입 크기로 썬 후 소금, 후추 간한다.|3. 튀김가루에 물과 후추를 섞은 후 닭을 넣는다.|4. 팬에 식용유를 넣고 튀겨 건진다.|5. 팬에 튀긴 치킨을 넣고 마더소스 1/4종이컵을 넣어 섞는다.|6. 땅콩가루를 뿌려 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/c1fb113937cf5bd63e66e39126c8b15d1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/b6335fda608a570f9734656baa3d93141.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/2c8fb3d1cf754658f1509929024df9591.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/46c7ecca0e4defa33690e80d496cc9661.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/0f66d3ce3613f41b869af27369e1d25e1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/08/72a0ab6abc63e681d6a3cd02030a4cfd1.png
6883692,빠네파스타,든든하게,[필수재료] 올리브오일| 스파게티니| 빠네| 베이컨| 양파| 양송이버섯| 크림소스| 파마산치즈| 파슬리가루| 무피클| 샐러드채소| 방울토마토| 아마씨드| 햄프씨드| 발사믹드레싱,1인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/a39c0c6f8923ad5e166b2c019a7cf3121.png,15분 이내,"|1. [빠네 파스타]|2. 스파게티니 면을 삶아서 준비한다.|3. 팬에 양송이버섯과 양파,베이컨을 볶는다.|4. 볶은 야채에 크림소스,파마산치즈를 넣고 끓이다가 삶은 면을 넣어준다.|5. 완성된 파스타를 빠네 빵에 담고 파슬리가루를 뿌려 완성한다.|6. [샐러드]
접시에 채소와 방울 토마토를 담는다.|7. 발사믹 드레싱을 뿌려 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/4cb3ef4ebea90dc80c0fdb05aa4cc7d51.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/328ae1f4e0a2648d9e1a26c846b72a8e1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/257965bdf18daada22df82950c81050e1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/89a21adc61f999b314d31079c6fc00711.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/267af055697e92a5a69aadff57266b1d1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/4a8267a552b0c007a7e06e8a006d8ead1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/de457be5b53e7d1cfa891b0313e1cee01.png
6883693,밀푀유나베,푸짐하게,[필수재료] 소고기목심 200g| 배추 200g| 숙주 100g| 청경채 30g| 깻잎 15g| 새송이버섯 40g| 애느타리버섯 40g| 표고버섯 20g| 다시마 1ea| 감자수제비 60g| 나베육수 1ea| 초간장소스 1ea| 땅콩소스 1ea,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/74ce4bbf15b2783f35282a21fff2ebc41.png,30분 이내,"|1. 냄비에 물과 나베육수, 다시마를 넣고 끓인다.|2. 배추,깻잎,소고기 순서로 포개 자른다.|3. 냄비에 감자수제비, 숙주를 넣고 그 위에 2번의 재료를 겹겹히 포개 넣는다. 가운데는 버섯과 청경채를 넣는다.|4. 1번에서 만든 육수를 넣고 끓여준다.|5. 초간장소스, 땅콩 소스와 곁들여 먹는다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/bd26579a60ec10303b2c4efb78cc393e1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/2c5823dea1c4e6ae700f903963453b521.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/4bbf9fe8a4c345100b27bccaccfdeb771.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/3d5f18f7feb8df537c31c540fdc20b1a1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/6ec97fc9c7b6645d91ce79adf86219901.png
6883702,양상추샐러드,가볍게,[필수 재료] 양상추 1/4개| 올리브유 2숟가락 [소스 재료] 굴소스 1/2숟가락| 물 3숟가락,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/c5fa6cdda32f3fb0111b0eadf4b9e35d1.png,10분 이내,"|1. 끓는 물에 큼직하게 자른 양상추를 넣는다.|2. 양상추의 숨이 죽으면 위에 올리브유를 뿌린다.|3. 양상추를 건져 그릇에 담는다.|4. 볼에 굴소스, 물을 넣어 섞어 소스를 만든다.|5. 양상추와 소스를 곁들여 완성한다..",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/5cac5ff4f119acb5daff6ea073bc6ae61.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/88f52245661ee5a4d10e64926549362e1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/31b2e67084e90e8e84fc9fa35ec26a581.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/91cceed8d8ea0c9b537aa3b68c795fa81.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/60c326ab70bd797e1edf030f91ff04211.png
6883704,삼겹살파채볶음,든든하게,[필수 재료] 대패삼겹살 600g| 양배추 1줌| 파채 2줌| 마늘 5개| 참기름 1숟가락 [초고추장 양념 재료] 고추장 2숟가락| 설탕 1+1/2숟가락| 식초 4숟가락| 고춧가루 2숟가락| 물 2숟가락| 참기름 1숟가락 [간장 양념 재료] 진간장 6숟가락| 맛술 6숟가락| 물 6숟가락| 설탕 1숟가락,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/59f4615ba4dfee3fa04e137012266ec31.png,30분 이내,"|1. 양배추는 채 썰고 마늘은 슬라이스해 준비한다.초고추장 양념을 만들어 파채에 섞는다.|2. 간장 양념을 만들어 대패 삼겹살을 넣어 섞는다.|3. 팬에 대패삼겹살, 편마늘을 넣어 익힌다.|4. 삼겹살이 익으면 양배추, 파채 무침을 올리고 잘 섞어 준 후 참기름을 둘러 완성한다.",|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/0f27c3eee3d8531dfc53b7a1e270b0be1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/f7b181c99ce917efb2e5d8894cb422191.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/b16dceb1ab557ffad8d158d6508b54211.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/52dcd59e85aeffac7a3f566ce583d3411.png
6883705,오파주스,가볍게,[필수 재료] 오렌지 1개| 파인애플 2조각| 얼음 1종이컵| 물 1/2종이컵| 꿀 2숟가락,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/7ddb3934d3149e8987cf44ba446ce0b21.png,10분 이내,|1. 오렌지는 껍질을 벗겨 한 입 크기로 썬다.|2. 파인애플을 한 입 크기로 썬다.|3. 믹서기에 모든 재료를 넣고 갈아 완성한다.,|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/e9e964666be6f7674c67b04a21dbbc5d1.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/c10dc8bc537d2d6d0132d94d3d7f50981.png|https://recipe1.ezmember.co.kr/cache/recipe/2018/02/09/6b10779d32720af9d2229d6e6872e0221.png
